tp_id,method,params,type,datetime,ts,tp_price,move_from_prev_pct,candles_from_prev,prev_ts,prev_price,duration_candles,move_pct,max_adverse_excursion_pct,vol_mean,vol_slope,vol_first_vs_second_half,vol_last5_vs_avg,vol_acceleration,taker_ratio_mean,taker_ratio_slope,taker_last5_vs_avg,taker_acceleration,rsi_at_end,rsi_min_during,rsi_max_during,rsi_range,rsi_slope_last5,price_vs_ma20_pct,price_vs_ma50_pct,ma20_slope_last5,below_both_mas,above_both_mas,body_ratio_mean,lower_wick_ratio_mean,upper_wick_ratio_mean,pct_bearish_candles,pct_bullish_candles,consec_same_dir_end,price_slope,volatility_pct,price_acceleration,vol_price_divergence
20058,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-10-13T12:00:00Z,1665662400,18190.0,11.16,208,1664913600,20475.0,209,11.16,12.5618,9367.58,-0.001099,1.0945,2.2687,0.018971,0.4988,-5.2e-05,0.984,-2.2e-05,15.5,15.5,76.04,60.54,-0.192508,-3.3681,-3.5629,-0.001054,1,0,0.3945,0.3095,0.296,49.76,50.24,1,-0.000344,0.3743,0.000217,-0.000755
20059,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-10-14T01:00:00Z,1665709200,19951.87,9.6859,13,1665662400,18190.0,14,9.6859,9.6859,22389.28,-0.097065,2.2672,0.5499,0.137161,0.5105,0.004115,1.0207,-0.005966,74.05,15.5,74.05,58.55,0.02732,4.0928,3.9754,0.001057,0,1,0.4261,0.2292,0.3447,28.57,71.43,2,0.005056,0.9715,-0.007176,-0.102122
20060,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-10-21T12:00:00Z,1666353600,18650.0,6.5251,179,1665709200,19951.87,180,6.5251,6.9805,8860.84,-0.000436,0.9487,1.4756,0.007013,0.4982,-4.1e-05,0.979,-0.00027,31.38,30.73,74.83,44.1,-0.049259,-0.8074,-1.2088,-0.000741,1,0,0.3862,0.3397,0.2741,55.0,45.0,3,-8e-05,0.3241,-0.000212,-0.000355
20061,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-05T03:00:00Z,1667617200,21480.65,15.1777,351,1666353600,18650.0,352,15.1777,15.1777,12138.82,0.001614,0.8893,1.1111,0.000136,0.4988,2.4e-05,0.9986,-6e-05,72.07,28.8,90.41,61.61,0.008918,2.1614,4.2335,0.002148,0,1,0.3954,0.3109,0.2936,47.73,52.27,2,0.000228,0.4074,-0.000587,0.001386
20062,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-08T15:00:00Z,1667919600,19229.0,10.4822,84,1667617200,21480.65,85,10.4822,11.7097,14117.6,0.014028,0.4903,1.6108,0.01855,0.4962,-0.000221,0.9972,4.8e-05,29.0,19.5,72.07,52.56,-0.015301,-2.4686,-5.0367,-0.002949,1,0,0.4348,0.2952,0.2701,51.76,48.24,1,-0.000965,0.4734,-0.001639,0.014992
20063,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-08T16:00:00Z,1667923200,20700.88,7.6545,1,1667919600,19229.0,2,7.6545,7.6545,49723.45,0.829293,0.4138,1.0,,0.5071,0.013951,1.0,,56.61,29.0,56.61,27.62,0.645116,1.8889,-0.8188,-0.001083,0,0,0.521,0.3288,0.1502,0.0,100.0,2,0.04262,0.0,,
20064,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-08T19:00:00Z,1667934000,17166.83,17.072,3,1667923200,20700.88,4,17.072,20.5865,71177.92,0.097145,0.7263,1.0,,0.4949,-0.008383,1.0,,27.0,27.0,56.61,29.62,-0.256034,-7.4053,-10.4554,-0.004646,1,0,0.6192,0.2334,0.1474,75.0,25.0,3,-0.037014,1.319,0.033131,0.134159
20065,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-08T22:00:00Z,1667944800,18730.0,9.1058,3,1667934000,17166.83,4,9.1058,9.1058,40010.37,-0.566666,3.521,1.0,,0.4954,0.00519,1.0,,34.42,26.25,36.79,10.54,0.105436,-4.8638,-8.7163,-0.005299,1,0,0.4932,0.3725,0.1343,75.0,25.0,1,0.00626,1.8653,-0.007733,-0.572926
20066,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-09T23:00:00Z,1668034800,15588.0,16.7752,25,1667944800,18730.0,26,16.7752,20.1565,29252.89,0.025148,0.7353,0.9998,-0.103697,0.4918,-0.001009,0.9918,-0.000991,22.71,18.29,38.17,19.87,-0.031372,-7.9096,-14.2241,-0.00669,1,0,0.4153,0.3119,0.2728,69.23,30.77,2,-0.006173,1.2476,-0.00796,0.031321
20067,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-10T20:00:00Z,1668110400,18199.0,16.7501,21,1668034800,15588.0,22,16.7501,16.7501,27019.24,-0.001393,0.8709,0.8434,-0.003301,0.4945,0.002584,1.0134,-0.000473,63.76,22.71,63.76,41.05,0.009708,6.7817,4.4952,0.004651,0,1,0.4239,0.2852,0.2909,36.36,63.64,3,0.004907,1.8314,0.002245,-0.0063
20068,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-14T05:00:00Z,1668402000,15815.21,13.0985,81,1668110400,18199.0,82,13.0985,15.0728,10888.12,-0.011384,1.7788,1.2282,0.045507,0.4993,-0.000296,0.9798,0.000281,21.32,21.32,63.76,42.44,-0.031922,-3.3092,-4.7663,-0.001899,1,0,0.3629,0.3761,0.261,58.54,41.46,3,-0.000857,0.5932,0.000111,-0.010526
20069,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-14T13:00:00Z,1668430800,17190.0,8.6928,8,1668402000,15815.21,9,8.6928,8.6928,19455.35,0.003783,1.3528,0.8644,0.163346,0.5013,-0.002012,0.9996,0.003663,55.78,21.32,60.5,39.18,-0.006101,1.6054,0.4853,0.000569,0,1,0.355,0.3293,0.3157,55.56,44.44,1,0.0039,1.6578,-0.017528,-0.000116
20070,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-14T19:00:00Z,1668452400,16181.0,5.8697,6,1668430800,17190.0,7,5.8697,6.2357,18592.94,-0.202477,2.0576,0.7215,0.381766,0.4976,-0.001347,0.9989,-0.00382,40.02,40.02,55.78,15.76,-0.033032,-1.3779,-2.0896,0.000279,1,0,0.3733,0.362,0.2648,71.43,28.57,1,-0.003047,0.9003,0.000355,-0.199429
20071,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-11-15T13:00:00Z,1668517200,17134.69,5.8939,18,1668452400,16181.0,19,5.8939,5.8939,11402.72,0.009512,0.9675,1.1517,0.109258,0.5,-1.5e-05,0.9942,-0.001604,61.49,40.02,61.49,21.47,0.016216,1.9609,2.6208,0.000922,0,1,0.5007,0.1941,0.3052,31.58,68.42,2,0.002022,0.5777,-0.003252,0.00749
20072,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-11-21T21:00:00Z,1669064400,15476.0,9.6803,152,1668517200,17134.69,153,9.6803,10.7178,9212.27,-0.001501,1.3326,1.7474,0.023543,0.4962,-4.8e-05,0.9851,-8.2e-05,24.51,15.67,69.39,53.72,-0.080346,-2.4095,-4.3249,-0.001524,1,0,0.3615,0.3328,0.3057,54.25,45.75,1,-0.000252,0.3994,-0.000502,-0.001249
