bot_combo,top_combo,umbral_bot,umbral_top,cooldown,pnl_pct,portfolio,n_buy,n_sell,n_trades,n_ign,win_rate,alpha_vs_bh,alpha_vs_orig
bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.8,24,-39.61,603.86,245,256,501,77,32.4,36.17,30.23
close_position,close_position+drawdown_pct+bb_position,0.85,0.8,24,-39.62,603.79,226,237,463,127,30.4,36.16,30.22
bb_position,drawdown_pct+bb_position,0.9,0.7,12,-39.62,603.85,355,360,715,638,54.2,36.16,30.22
close_position+bb_position,close_position+drawdown_pct,0.8,0.6,12,-39.62,603.83,405,411,816,863,54.5,36.16,30.22
bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.8,48,-39.64,603.62,152,155,307,25,35.5,36.14,30.2
close_position,drawdown_pct,0.9,0.9,12,-39.65,603.47,227,236,463,343,41.5,36.13,30.19
close_position+bb_position+recovery_pct,close_position+bb_position,0.6,0.7,72,-39.66,603.36,111,116,227,113,25.0,36.12,30.18
close_position,drawdown_pct+bb_position,0.7,0.7,24,-39.67,603.31,275,289,564,108,26.0,36.11,30.17
bb_position,bb_position,0.75,0.65,12,-39.68,603.23,435,442,877,531,49.8,36.1,30.16
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.8,72,-39.68,603.18,106,113,219,122,24.8,36.1,30.16
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.8,72,-39.68,603.17,106,113,219,112,25.7,36.1,30.16
recovery_pct,close_position,0.65,0.65,12,-39.69,603.09,420,433,853,413,41.6,36.09,30.15
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.7,12,-39.69,603.13,364,370,734,577,48.1,36.09,30.15
close_position+bb_position,close_position,0.9,0.85,24,-39.71,602.9,199,212,411,86,22.6,36.07,30.13
close_position+recovery_pct,bb_position,0.85,0.75,12,-39.71,602.87,343,354,697,439,43.8,36.07,30.13
recovery_pct,close_position+drawdown_pct,0.65,0.7,24,-39.72,602.81,269,281,550,109,29.5,36.06,30.12
close_position+recovery_pct,bb_position,0.85,0.85,48,-39.72,602.85,140,147,287,62,25.9,36.06,30.12
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.8,48,-39.72,602.81,140,148,288,70,28.4,36.06,30.12
close_position+bb_position,bb_position,0.75,0.65,12,-39.74,602.59,440,449,889,457,47.2,36.04,30.1
close_position+bb_position,close_position+drawdown_pct,0.7,0.8,72,-39.74,602.55,107,113,220,139,26.5,36.04,30.1
close_position+bb_position,close_position+drawdown_pct+bb_position,0.7,0.7,72,-39.74,602.57,110,116,226,156,29.3,36.04,30.1
bb_position+recovery_pct,close_position+drawdown_pct,0.9,0.85,48,-39.74,602.62,136,143,279,70,28.0,36.04,30.1
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.7,72,-39.76,602.38,110,116,226,147,28.4,36.02,30.08
close_position,close_position+drawdown_pct,0.8,0.75,12,-39.77,602.26,366,378,744,356,38.9,36.01,30.07
bb_position,close_position+drawdown_pct+bb_position,0.65,0.65,24,-39.78,602.2,281,294,575,204,31.0,36.0,30.06
close_position+bb_position+recovery_pct,close_position+bb_position,0.9,0.9,72,-39.78,602.19,92,100,192,65,23.0,36.0,30.06
close_position,drawdown_pct+bb_position,0.85,0.9,96,-39.79,602.1,79,81,160,52,30.9,35.99,30.05
close_position+bb_position,drawdown_pct+bb_position,0.8,0.75,24,-39.79,602.12,261,272,533,102,29.4,35.99,30.05
close_position+recovery_pct,close_position+bb_position,0.75,0.7,24,-39.82,601.83,268,278,546,146,35.6,35.96,30.02
close_position,drawdown_pct+bb_position,0.85,0.85,24,-39.84,601.57,221,235,456,68,24.3,35.94,30.0
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.85,48,-39.84,601.63,137,148,285,61,18.9,35.94,30.0
close_position,close_position+bb_position,0.8,0.85,96,-39.85,601.49,80,83,163,56,31.3,35.93,29.99
close_position+recovery_pct,close_position+bb_position,0.85,0.9,96,-39.85,601.51,76,79,155,62,38.0,35.93,29.99
bb_position,close_position+bb_position,0.8,0.8,72,-39.86,601.44,106,113,219,95,26.5,35.92,29.98
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.8,96,-39.87,601.28,83,87,170,72,28.7,35.91,29.97
close_position+bb_position,close_position,0.6,0.7,12,-39.88,601.23,431,446,877,389,35.0,35.9,29.96
close_position+recovery_pct,close_position+drawdown_pct,0.75,0.6,12,-39.88,601.19,418,425,843,755,51.8,35.9,29.96
close_position,close_position+drawdown_pct,0.75,0.75,12,-39.9,601.0,390,402,792,357,33.6,35.88,29.94
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.8,72,-39.9,600.99,106,113,219,109,25.7,35.88,29.94
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.65,12,-39.9,600.96,398,405,803,660,51.6,35.88,29.94
close_position,close_position+drawdown_pct,0.7,0.8,72,-39.91,600.89,106,113,219,149,25.7,35.87,29.93
bb_position,drawdown_pct+bb_position,0.65,0.8,72,-39.91,600.93,106,113,219,202,23.9,35.87,29.93
close_position,drawdown_pct+bb_position,0.8,0.75,12,-39.92,600.82,370,378,748,373,43.4,35.86,29.92
bb_position+recovery_pct,bb_position,0.9,0.9,72,-39.93,600.74,101,105,206,30,30.5,35.85,29.91
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.65,12,-39.93,600.67,450,465,915,367,39.6,35.85,29.91
close_position+bb_position,close_position+drawdown_pct,0.7,0.65,12,-39.94,600.55,453,469,922,356,39.2,35.84,29.9
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.9,48,-39.94,600.61,132,141,273,20,19.9,35.84,29.9
close_position,drawdown_pct,0.85,0.9,48,-39.95,600.48,135,142,277,58,20.4,35.83,29.89
close_position,close_position+bb_position,0.8,0.7,12,-39.96,600.36,374,381,755,558,45.7,35.82,29.88
bb_position,drawdown_pct,0.65,0.8,72,-39.97,600.29,109,114,223,154,29.8,35.81,29.87
close_position+recovery_pct,drawdown_pct,0.8,0.8,12,-39.97,600.32,371,385,756,284,33.8,35.81,29.87
close_position+recovery_pct,bb_position,0.75,0.6,12,-39.97,600.26,419,427,846,773,52.5,35.81,29.87
close_position+recovery_pct,bb_position,0.9,0.8,12,-39.98,600.16,282,287,569,466,51.6,35.8,29.86
bb_position,close_position+drawdown_pct+bb_position,0.75,0.8,72,-39.99,600.1,106,113,219,116,25.7,35.79,29.85
close_position+bb_position,drawdown_pct,0.7,0.65,24,-39.99,600.12,282,291,573,255,38.1,35.79,29.85
recovery_pct,bb_position,0.65,0.65,12,-40.0,600.04,427,437,864,513,47.6,35.78,29.84
close_position+recovery_pct,bb_position,0.75,0.7,24,-40.0,600.0,268,276,544,197,42.0,35.78,29.84
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.8,48,-40.0,600.04,143,150,293,65,29.3,35.78,29.84
bb_position,close_position+bb_position,0.9,0.75,48,-40.01,599.87,145,151,296,126,27.2,35.77,29.83
close_position+bb_position,bb_position,0.7,0.65,24,-40.01,599.89,281,291,572,228,36.1,35.77,29.83
bb_position+recovery_pct,close_position+bb_position,0.7,0.8,72,-40.02,599.83,107,113,220,85,27.4,35.76,29.82
bb_position,close_position+drawdown_pct,0.65,0.7,12,-40.03,599.71,433,447,880,387,37.8,35.75,29.81
bb_position,close_position+drawdown_pct,0.7,0.7,12,-40.04,599.62,429,444,873,364,38.1,35.74,29.8
recovery_pct,close_position,0.6,0.65,12,-40.04,599.56,430,443,873,358,41.1,35.74,29.8
bb_position,close_position+drawdown_pct,0.65,0.65,12,-40.06,599.35,455,470,925,361,39.6,35.72,29.78
close_position+bb_position+recovery_pct,close_position,0.8,0.8,72,-40.06,599.37,105,111,216,78,31.5,35.72,29.78
close_position,drawdown_pct+bb_position,0.6,0.8,72,-40.07,599.31,106,113,219,201,26.5,35.71,29.77
close_position+bb_position,drawdown_pct+bb_position,0.9,0.9,24,-40.07,599.32,209,218,427,60,33.0,35.71,29.77
close_position,close_position+bb_position,0.75,0.85,96,-40.08,599.24,79,83,162,148,32.5,35.7,29.76
close_position+bb_position,close_position+drawdown_pct+bb_position,0.9,0.85,24,-40.08,599.17,212,221,433,89,37.1,35.7,29.76
close_position+bb_position+recovery_pct,drawdown_pct,0.6,0.8,72,-40.08,599.25,108,114,222,171,28.1,35.7,29.76
close_position+bb_position+recovery_pct,drawdown_pct,0.8,0.8,96,-40.08,599.17,83,87,170,61,28.7,35.7,29.76
bb_position,close_position,0.65,0.75,12,-40.09,599.08,403,421,824,409,28.0,35.69,29.75
close_position+bb_position,drawdown_pct,0.75,0.7,12,-40.1,598.96,429,444,873,436,40.3,35.68,29.74
close_position,close_position+bb_position,0.85,0.75,12,-40.11,598.95,310,316,626,604,49.7,35.67,29.73
recovery_pct,close_position,0.7,0.7,24,-40.11,598.93,267,279,546,118,30.5,35.67,29.73
close_position+bb_position,drawdown_pct,0.65,0.8,72,-40.11,598.91,109,114,223,164,29.8,35.67,29.73
recovery_pct,drawdown_pct+bb_position,0.6,0.7,24,-40.13,598.71,273,285,558,115,30.2,35.65,29.71
close_position+bb_position+recovery_pct,drawdown_pct,0.8,0.75,48,-40.13,598.73,157,163,320,51,31.3,35.65,29.71
bb_position,drawdown_pct+bb_position,0.9,0.75,12,-40.14,598.6,352,357,709,423,51.5,35.64,29.7
close_position+bb_position+recovery_pct,close_position,0.7,0.7,12,-40.14,598.58,417,435,852,304,36.1,35.64,29.7
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.8,72,-40.15,598.46,106,113,219,160,23.9,35.63,29.69
recovery_pct,drawdown_pct+bb_position,0.9,0.9,48,-40.17,598.35,136,144,280,19,22.2,35.61,29.67
close_position+bb_position,close_position+drawdown_pct,0.8,0.65,48,-40.17,598.31,157,163,320,108,31.9,35.61,29.67
close_position+recovery_pct,bb_position,0.65,0.65,12,-40.19,598.09,440,450,890,457,46.0,35.59,29.65
close_position+recovery_pct,close_position+drawdown_pct,0.7,0.7,12,-40.19,598.11,418,428,846,321,42.8,35.59,29.65
close_position+bb_position+recovery_pct,close_position,0.65,0.65,12,-40.2,597.95,441,458,899,305,38.4,35.58,29.64
close_position,drawdown_pct,0.75,0.8,48,-40.21,597.91,155,161,316,79,21.1,35.57,29.63
bb_position,bb_position,0.65,0.65,12,-40.21,597.86,456,470,926,393,42.8,35.57,29.63
recovery_pct,close_position,0.85,0.8,48,-40.21,597.93,146,153,299,39,33.3,35.57,29.63
bb_position,drawdown_pct,0.6,0.8,72,-40.22,597.85,109,114,223,159,29.8,35.56,29.62
close_position+bb_position,close_position+drawdown_pct+bb_position,0.85,0.8,48,-40.22,597.76,142,150,292,61,22.7,35.56,29.62
close_position+recovery_pct,bb_position,0.8,0.8,72,-40.22,597.79,105,111,216,50,17.1,35.56,29.62
close_position+bb_position+recovery_pct,drawdown_pct,0.65,0.8,48,-40.22,597.83,157,161,318,104,30.4,35.56,29.62
close_position,drawdown_pct,0.75,0.7,12,-40.23,597.73,412,421,833,534,43.9,35.55,29.61
close_position,close_position+drawdown_pct,0.85,0.8,12,-40.25,597.46,306,317,623,376,43.2,35.53,29.59
close_position,close_position+drawdown_pct,0.8,0.8,48,-40.26,597.42,148,155,303,66,26.5,35.52,29.58
bb_position,drawdown_pct,0.75,0.6,12,-40.27,597.32,433,447,880,778,48.1,35.51,29.57
close_position+bb_position+recovery_pct,drawdown_pct,0.8,0.75,12,-40.27,597.27,393,398,791,406,46.0,35.51,29.57
bb_position,drawdown_pct+bb_position,0.6,0.8,72,-40.28,597.23,106,113,219,207,23.9,35.5,29.56
close_position+bb_position,close_position+drawdown_pct+bb_position,0.8,0.65,12,-40.28,597.24,403,408,811,624,52.0,35.5,29.56
close_position+recovery_pct,close_position,0.9,0.85,96,-40.28,597.18,75,78,153,48,39.7,35.5,29.56
recovery_pct,close_position,0.8,0.75,12,-40.29,597.09,374,387,761,289,36.4,35.49,29.55
close_position+recovery_pct,bb_position,0.7,0.65,12,-40.31,596.93,433,442,875,497,47.5,35.47,29.53
close_position+recovery_pct,bb_position,0.75,0.65,12,-40.31,596.88,417,427,844,555,47.1,35.47,29.53
close_position,drawdown_pct+bb_position,0.65,0.7,24,-40.32,596.77,277,290,567,123,26.2,35.46,29.52
bb_position+recovery_pct,close_position+bb_position,0.9,0.75,12,-40.32,596.75,333,340,673,451,47.6,35.46,29.52
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.85,0.7,12,-40.32,596.83,361,368,729,599,51.4,35.46,29.52
bb_position,close_position,0.7,0.7,24,-40.34,596.59,273,286,559,93,24.8,35.44,29.5
close_position+recovery_pct,bb_position,0.6,0.7,24,-40.34,596.56,279,286,565,161,40.9,35.44,29.5
close_position,drawdown_pct+bb_position,0.8,0.7,12,-40.35,596.51,374,379,753,571,48.8,35.43,29.49
recovery_pct,bb_position,0.75,0.65,24,-40.35,596.46,262,267,529,401,48.7,35.43,29.49
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.8,72,-40.35,596.46,105,112,217,73,23.2,35.43,29.49
close_position+bb_position,drawdown_pct+bb_position,0.6,0.8,72,-40.36,596.37,106,113,219,208,23.9,35.42,29.48
bb_position+recovery_pct,drawdown_pct+bb_position,0.75,0.8,72,-40.36,596.44,106,113,219,94,24.8,35.42,29.48
close_position,close_position+bb_position,0.85,0.85,24,-40.37,596.27,215,230,445,72,19.6,35.41,29.47
bb_position,bb_position,0.65,0.65,24,-40.37,596.3,283,293,576,220,36.5,35.41,29.47
recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.8,72,-40.37,596.32,106,113,219,74,24.8,35.41,29.47
close_position,drawdown_pct+bb_position,0.65,0.8,72,-40.38,596.17,106,113,219,185,25.7,35.4,29.46
close_position+bb_position,close_position+drawdown_pct+bb_position,0.65,0.65,12,-40.39,596.07,452,466,918,380,39.9,35.39,29.45
close_position+bb_position,drawdown_pct+bb_position,0.8,0.6,12,-40.4,595.99,406,409,815,893,56.0,35.38,29.44
close_position+recovery_pct,bb_position,0.9,0.75,12,-40.4,596.01,284,287,571,709,55.1,35.38,29.44
bb_position,close_position+drawdown_pct+bb_position,0.6,0.65,24,-40.41,595.87,281,294,575,207,30.3,35.37,29.43
close_position+bb_position,close_position,0.65,0.7,12,-40.41,595.91,430,445,875,387,36.2,35.37,29.43
close_position,close_position+drawdown_pct+bb_position,0.7,0.7,72,-40.42,595.84,110,116,226,138,29.3,35.36,29.42
recovery_pct,close_position+drawdown_pct,0.6,0.6,12,-40.42,595.84,438,450,888,596,47.6,35.36,29.42
bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.7,24,-40.42,595.75,273,283,556,113,31.1,35.36,29.42
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.7,24,-40.45,595.51,272,282,554,122,31.9,35.33,29.39
close_position+bb_position,close_position+drawdown_pct+bb_position,0.65,0.65,24,-40.46,595.38,281,294,575,206,30.3,35.32,29.38
close_position+recovery_pct,close_position,0.7,0.7,24,-40.46,595.43,271,285,556,82,25.6,35.32,29.38
bb_position,close_position+drawdown_pct,0.7,0.65,12,-40.47,595.27,448,462,910,390,42.6,35.31,29.37
close_position+bb_position+recovery_pct,close_position,0.6,0.75,12,-40.47,595.31,401,419,820,363,28.4,35.31,29.37
close_position+bb_position+recovery_pct,close_position,0.85,0.8,72,-40.47,595.29,105,111,216,29,25.2,35.31,29.37
close_position+bb_position,drawdown_pct+bb_position,0.75,0.65,12,-40.48,595.2,437,449,886,468,43.7,35.3,29.36
recovery_pct,bb_position,0.6,0.65,12,-40.49,595.09,437,447,884,457,46.3,35.29,29.35
recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.8,72,-40.49,595.1,106,113,219,99,25.7,35.29,29.35
bb_position,close_position+drawdown_pct,0.85,0.8,24,-40.5,595.04,249,259,508,95,31.3,35.28,29.34
bb_position,drawdown_pct+bb_position,0.8,0.7,24,-40.53,594.71,265,277,542,201,33.6,35.25,29.31
bb_position,close_position+drawdown_pct+bb_position,0.7,0.8,72,-40.53,594.66,106,113,219,162,24.8,35.25,29.31
recovery_pct,bb_position,0.9,0.9,24,-40.53,594.69,211,223,434,76,30.9,35.25,29.31
close_position+bb_position,close_position+bb_position,0.9,0.9,72,-40.53,594.73,95,101,196,50,23.8,35.25,29.31
recovery_pct,drawdown_pct,0.7,0.75,48,-40.54,594.58,156,163,319,66,28.2,35.24,29.3
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.65,12,-40.54,594.63,405,411,816,622,52.3,35.24,29.3
recovery_pct,close_position+bb_position,0.9,0.9,48,-40.55,594.45,131,139,270,59,22.3,35.23,29.29
close_position+bb_position,close_position+drawdown_pct+bb_position,0.6,0.65,24,-40.55,594.52,281,294,575,208,30.3,35.23,29.29
bb_position,drawdown_pct,0.65,0.65,24,-40.56,594.39,283,292,575,254,38.4,35.22,29.28
bb_position,bb_position,0.7,0.65,12,-40.56,594.4,449,460,909,441,47.2,35.22,29.28
close_position+bb_position,drawdown_pct+bb_position,0.75,0.8,72,-40.56,594.45,106,113,219,128,25.7,35.22,29.28
recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.65,12,-40.57,594.3,424,434,858,451,47.9,35.21,29.27
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.8,72,-40.57,594.28,106,113,219,132,24.8,35.21,29.27
bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.8,72,-40.59,594.1,106,113,219,113,26.5,35.19,29.25
close_position,close_position+bb_position,0.75,0.65,48,-40.6,593.98,158,162,320,131,32.1,35.18,29.24
close_position,drawdown_pct+bb_position,0.8,0.8,48,-40.6,594.0,146,156,302,66,21.8,35.18,29.24
recovery_pct,drawdown_pct+bb_position,0.8,0.7,12,-40.6,593.97,394,403,797,415,49.1,35.18,29.24
recovery_pct,drawdown_pct+bb_position,0.85,0.75,12,-40.62,593.77,368,377,745,337,46.7,35.16,29.22
close_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,12,-40.62,593.83,417,424,841,510,49.1,35.16,29.22
close_position+bb_position+recovery_pct,close_position+bb_position,0.9,0.9,48,-40.62,593.8,129,137,266,40,19.0,35.16,29.22
close_position+bb_position,drawdown_pct,0.8,0.7,12,-40.63,593.66,397,407,804,574,46.7,35.15,29.21
close_position,bb_position,0.85,0.9,96,-40.65,593.5,79,82,161,42,34.1,35.13,29.19
bb_position,close_position+drawdown_pct,0.9,0.85,96,-40.65,593.54,82,83,165,29,32.5,35.13,29.19
recovery_pct,bb_position,0.85,0.75,24,-40.65,593.48,242,251,493,257,41.4,35.13,29.19
close_position+bb_position,close_position+bb_position,0.8,0.65,12,-40.65,593.5,406,414,820,579,48.1,35.13,29.19
close_position,close_position+drawdown_pct,0.75,0.8,72,-40.67,593.3,105,113,218,88,23.9,35.11,29.17
bb_position,close_position+drawdown_pct+bb_position,0.6,0.65,12,-40.67,593.33,453,467,920,375,39.8,35.11,29.17
close_position+bb_position,close_position+bb_position,0.85,0.75,48,-40.67,593.28,144,150,294,107,26.0,35.11,29.17
close_position+bb_position,close_position+drawdown_pct+bb_position,0.8,0.6,12,-40.68,593.22,407,413,820,862,55.0,35.1,29.16
close_position+recovery_pct,drawdown_pct,0.9,0.9,72,-40.68,593.19,96,103,199,47,17.5,35.1,29.16
bb_position+recovery_pct,drawdown_pct,0.65,0.7,24,-40.68,593.16,277,290,567,104,30.0,35.1,29.16
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.7,12,-40.68,593.22,390,397,787,408,47.9,35.1,29.16
close_position,close_position+drawdown_pct+bb_position,0.7,0.7,12,-40.69,593.07,425,437,862,371,38.9,35.09,29.15
bb_position,close_position+drawdown_pct,0.75,0.6,12,-40.69,593.08,437,449,886,659,50.1,35.09,29.15
close_position+recovery_pct,close_position+bb_position,0.85,0.75,12,-40.69,593.13,337,348,685,436,44.8,35.09,29.15
bb_position+recovery_pct,close_position,0.7,0.7,12,-40.69,593.07,415,431,846,307,37.8,35.09,29.15
bb_position+recovery_pct,close_position+bb_position,0.8,0.8,48,-40.69,593.15,144,154,298,111,22.1,35.09,29.15
close_position+bb_position,close_position,0.85,0.7,12,-40.7,593.03,360,370,730,558,43.2,35.08,29.14
bb_position+recovery_pct,close_position,0.75,0.8,96,-40.7,592.98,81,85,166,106,27.1,35.08,29.14
close_position,drawdown_pct,0.8,0.85,48,-40.71,592.87,147,155,302,47,19.4,35.07,29.13
close_position+bb_position,close_position+drawdown_pct,0.8,0.7,24,-40.72,592.84,261,269,530,211,39.8,35.06,29.12
close_position+bb_position+recovery_pct,close_position,0.6,0.8,72,-40.72,592.84,105,112,217,181,26.8,35.06,29.12
recovery_pct,close_position+bb_position,0.7,0.65,48,-40.73,592.67,159,165,324,54,31.5,35.05,29.11
close_position+bb_position,bb_position,0.85,0.75,24,-40.73,592.65,244,252,496,261,39.7,35.05,29.11
close_position+bb_position,close_position+bb_position,0.75,0.8,72,-40.73,592.73,106,113,219,119,26.5,35.05,29.11
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.85,24,-40.73,592.69,211,219,430,88,37.4,35.05,29.11
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.85,0.75,12,-40.76,592.37,359,367,726,397,45.5,35.02,29.08
bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.65,12,-40.77,592.31,450,465,915,341,40.0,35.01,29.07
bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.8,72,-40.77,592.32,106,113,219,126,24.8,35.01,29.07
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.7,12,-40.78,592.25,425,439,864,312,40.1,35.0,29.06
close_position,drawdown_pct+bb_position,0.75,0.75,48,-40.8,591.98,156,162,318,87,21.0,34.98,29.04
recovery_pct,bb_position,0.65,0.65,24,-40.8,592.0,272,277,549,316,45.8,34.98,29.04
close_position+bb_position,close_position,0.75,0.8,72,-40.83,591.68,105,112,217,136,27.7,34.95,29.01
close_position+bb_position,drawdown_pct+bb_position,0.8,0.7,48,-40.84,591.63,155,160,315,115,30.0,34.94,29.0
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.7,24,-40.85,591.52,278,291,569,100,25.8,34.93,28.99
bb_position+recovery_pct,drawdown_pct,0.75,0.7,48,-40.86,591.41,158,168,326,67,23.2,34.92,28.98
close_position+bb_position,close_position+bb_position,0.65,0.7,72,-40.88,591.15,111,116,227,115,25.0,34.9,28.96
close_position,bb_position,0.85,0.8,12,-40.89,591.15,307,315,622,431,45.7,34.89,28.95
recovery_pct,drawdown_pct+bb_position,0.8,0.75,12,-40.89,591.1,389,399,788,279,43.4,34.89,28.95
bb_position+recovery_pct,bb_position,0.85,0.9,96,-40.89,591.06,79,83,162,76,38.6,34.89,28.95
bb_position,close_position+drawdown_pct,0.8,0.7,24,-40.9,590.97,265,276,541,155,33.7,34.88,28.94
close_position,drawdown_pct+bb_position,0.6,0.7,24,-40.91,590.87,279,291,570,120,25.4,34.87,28.93
bb_position,close_position,0.7,0.75,12,-40.91,590.93,399,417,816,380,28.1,34.87,28.93
recovery_pct,bb_position,0.75,0.7,12,-40.94,590.64,403,411,814,412,48.2,34.84,28.9
close_position+bb_position,close_position,0.7,0.75,12,-40.95,590.48,402,420,822,382,28.3,34.83,28.89
close_position+bb_position,drawdown_pct+bb_position,0.7,0.75,72,-40.96,590.39,109,115,224,156,31.3,34.82,28.88
close_position+recovery_pct,close_position+drawdown_pct,0.6,0.7,24,-40.96,590.37,276,287,563,98,25.8,34.82,28.88
close_position+bb_position+recovery_pct,close_position+bb_position,0.7,0.65,48,-40.96,590.4,158,166,324,85,23.5,34.82,28.88
bb_position,close_position+drawdown_pct,0.75,0.7,12,-40.97,590.28,418,433,851,357,37.0,34.81,28.87
recovery_pct,drawdown_pct,0.85,0.8,12,-40.97,590.35,362,380,742,260,31.8,34.81,28.87
bb_position+recovery_pct,close_position,0.6,0.65,12,-40.98,590.15,444,460,904,292,38.3,34.8,28.86
close_position+bb_position,close_position+bb_position,0.7,0.8,72,-40.99,590.08,107,113,220,151,26.5,34.79,28.85
close_position+bb_position,close_position+drawdown_pct+bb_position,0.6,0.65,12,-40.99,590.08,453,467,920,381,39.6,34.79,28.85
bb_position,close_position+drawdown_pct+bb_position,0.75,0.65,12,-41.0,589.99,432,445,877,441,42.5,34.78,28.84
close_position+recovery_pct,drawdown_pct,0.75,0.8,24,-41.01,589.89,260,276,536,88,19.9,34.77,28.83
bb_position+recovery_pct,close_position+bb_position,0.9,0.8,24,-41.01,589.92,230,240,470,129,33.3,34.77,28.83
close_position+bb_position,close_position+drawdown_pct,0.8,0.6,48,-41.02,589.76,157,163,320,139,31.3,34.76,28.82
close_position+bb_position,bb_position,0.9,0.75,24,-41.03,589.69,215,217,432,455,48.8,34.75,28.81
bb_position+recovery_pct,drawdown_pct+bb_position,0.85,0.75,48,-41.03,589.68,151,157,308,68,32.5,34.75,28.81
close_position+bb_position+recovery_pct,close_position,0.9,0.6,0,-41.04,589.57,571,574,1145,2936,57.8,34.74,28.8
close_position+recovery_pct,close_position,0.85,0.8,24,-41.05,589.53,228,240,468,83,26.2,34.73,28.79
close_position,drawdown_pct+bb_position,0.7,0.75,72,-41.06,589.41,109,115,224,137,33.9,34.72,28.78
bb_position,bb_position,0.6,0.65,24,-41.06,589.44,283,293,576,222,35.2,34.72,28.78
close_position+bb_position,close_position+bb_position,0.9,0.85,24,-41.06,589.37,211,220,431,74,38.2,34.72,28.78
bb_position+recovery_pct,close_position+bb_position,0.65,0.65,48,-41.06,589.37,158,166,324,89,23.5,34.72,28.78
close_position,drawdown_pct+bb_position,0.75,0.9,96,-41.07,589.29,80,82,162,114,35.4,34.71,28.77
bb_position,close_position,0.75,0.7,24,-41.07,589.25,271,284,555,106,26.4,34.71,28.77
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.7,12,-41.07,589.28,360,368,728,537,48.4,34.71,28.77
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.85,72,-41.09,589.06,103,109,212,87,19.3,34.69,28.75
close_position+bb_position,close_position+bb_position,0.9,0.9,96,-41.1,589.03,75,78,153,42,35.9,34.68,28.74
close_position,close_position+bb_position,0.65,0.7,72,-41.11,588.88,111,116,227,123,25.0,34.67,28.73
close_position+bb_position,bb_position,0.65,0.65,24,-41.11,588.92,283,293,576,221,35.2,34.67,28.73
close_position+bb_position,close_position+drawdown_pct+bb_position,0.65,0.7,72,-41.11,588.88,110,116,226,169,28.4,34.67,28.73
bb_position+recovery_pct,drawdown_pct,0.8,0.75,12,-41.12,588.83,399,407,806,367,45.2,34.66,28.72
recovery_pct,close_position+bb_position,0.65,0.7,24,-41.13,588.73,270,281,551,121,32.4,34.65,28.71
bb_position+recovery_pct,drawdown_pct,0.75,0.65,12,-41.13,588.71,417,422,839,661,51.4,34.65,28.71
close_position+bb_position+recovery_pct,close_position,0.8,0.8,96,-41.13,588.66,81,85,166,87,27.1,34.65,28.71
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.6,48,-41.15,588.45,160,169,329,82,25.4,34.63,28.69
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.9,24,-41.16,588.36,194,209,403,67,20.6,34.62,28.68
recovery_pct,close_position+bb_position,0.8,0.75,24,-41.17,588.31,251,261,512,154,36.0,34.61,28.67
recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.7,12,-41.17,588.27,391,401,792,376,46.4,34.61,28.67
close_position+bb_position+recovery_pct,bb_position,0.6,0.7,24,-41.17,588.3,279,288,567,168,36.8,34.61,28.67
